Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Trend,Contribution,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Beauty,Africa,Makeup,Kaybeauty,Body Lotion,261168,0.27,-0.03,0.1,-0.05,-0.009999999999999998,0.05,0.15000000000000002
Beauty,Europe,Skincare,MAC,Conditioner,168849,0.48,-0.03,0.2,-0.05,-0.009999999999999998,0.15000000000000002,0.25
Personal Care,Africa,Fragrance,L'Oreal,Shampoo,454289,0.32,0.01,0.14,-0.01,0.03,0.09000000000000001,0.19
Personal Care,Europe,Body,Kaybeauty,Perfume,123396,0.29,-0.01,0.08,-0.03,0.01,0.03,0.13
Personal Care,Africa,Makeup,Kaybeauty,Body Lotion,295567,0.33,0.15,0.16,0.13,0.16999999999999998,0.11,0.21000000000000002
Luxury,Europe,Skincare,L'Oreal,Perfume,133127,0.34,-0.01,0.11,-0.03,0.01,0.06,0.16
Personal Care,South America,Body,Kaybeauty,Mascara,247553,0.26,0.19,0.2,0.17,0.21,0.15000000000000002,0.25
Beauty,North America,Hair,L'Oreal,Perfume,189294,0.46,0.01,0.07,-0.01,0.03,0.020000000000000004,0.12000000000000001
Beauty,Europe,Hair,MAC,Hair Spray,446401,0.42,0.01,0.13,-0.01,0.03,0.08,0.18
Luxury,South America,Body,L'Oreal,Toner,264075,0.37,0.05,0.15,0.030000000000000002,0.07,0.09999999999999999,0.2
Personal Care,South America,Body,MAC,Conditioner,261063,0.15,-0.03,0.16,-0.05,-0.009999999999999998,0.11,0.21000000000000002
Luxury,Europe,Hair,L'Oreal,Toner,201822,0.3,0.13,0.09,0.11,0.15,0.039999999999999994,0.14
Beauty,South America,Makeup,L'Oreal,Shampoo,414061,0.37,-0.04,0.26,-0.06,-0.02,0.21000000000000002,0.31
Beauty,Asia,Makeup,L'Oreal,Toner,452826,0.45,0.1,0.18,0.08,0.12000000000000001,0.13,0.22999999999999998
Luxury,Asia,Body,L'Oreal,Body Lotion,133698,0.17,-0.03,0.13,-0.05,-0.009999999999999998,0.08,0.18
Luxury,South America,Body,Kaybeauty,Perfume,105178,0.22,-0.05,0.14,-0.07,-0.030000000000000002,0.09000000000000001,0.19
Luxury,South America,Makeup,Kaybeauty,Shampoo,64202,0.13,0.1,0.29,0.08,0.12000000000000001,0.24,0.33999999999999997
Luxury,North America,Hair,L'Oreal,Foundation,125604,0.15,0.02,0.27,0.0,0.04,0.22000000000000003,0.32
Personal Care,Europe,Makeup,MAC,Conditioner,101372,0.46,0.09,0.28,0.06999999999999999,0.11,0.23000000000000004,0.33
Beauty,Asia,Body,Kaybeauty,Mascara,287685,0.28,0.11,0.17,0.09,0.13,0.12000000000000001,0.22000000000000003
Luxury,North America,Body,MAC,Toner,346791,0.41,0.16,0.19,0.14,0.18,0.14,0.24
Luxury,Africa,Makeup,L'Oreal,Foundation,69567,0.48,0.14,0.21,0.12000000000000001,0.16,0.15999999999999998,0.26
Luxury,South America,Hair,Kaybeauty,Body Lotion,219629,0.35,0.05,0.2,0.030000000000000002,0.07,0.15000000000000002,0.25
Luxury,Asia,Skincare,Kaybeauty,Body Lotion,94280,0.23,0.2,0.14,0.18000000000000002,0.22,0.09000000000000001,0.19
Beauty,South America,Hair,Kaybeauty,Conditioner,347821,0.16,0.05,0.09,0.030000000000000002,0.07,0.039999999999999994,0.14
Beauty,Africa,Fragrance,L'Oreal,Bronzer,323079,0.31,0.15,0.21,0.13,0.16999999999999998,0.15999999999999998,0.26
Luxury,Africa,Fragrance,L'Oreal,Perfume,212304,0.46,0.08,0.2,0.06,0.1,0.15000000000000002,0.25
Luxury,South America,Skincare,L'Oreal,Mascara,139257,0.4,-0.02,0.3,-0.04,0.0,0.25,0.35
Personal Care,Africa,Hair,Kaybeauty,Hair Spray,325373,0.3,0.12,0.19,0.09999999999999999,0.13999999999999999,0.14,0.24
Personal Care,Africa,Hair,MAC,Lipstick,204042,0.29,0.06,0.26,0.039999999999999994,0.08,0.21000000000000002,0.31
Luxury,North America,Skincare,Kaybeauty,Shampoo,284068,0.36,0.08,0.2,0.06,0.1,0.15000000000000002,0.25
Luxury,Africa,Fragrance,MAC,Hair Spray,422857,0.12,-0.04,0.1,-0.06,-0.02,0.05,0.15000000000000002
Personal Care,Europe,Fragrance,L'Oreal,Hair Spray,393056,0.18,-0.0,0.17,-0.02,0.02,0.12000000000000001,0.22000000000000003
Personal Care,North America,Hair,MAC,Shampoo,99506,0.33,0.03,0.1,0.009999999999999998,0.05,0.05,0.15000000000000002
Beauty,South America,Fragrance,MAC,Conditioner,356732,0.2,-0.01,0.14,-0.03,0.01,0.09000000000000001,0.19
Personal Care,North America,Hair,MAC,Perfume,74419,0.22,0.06,0.11,0.039999999999999994,0.08,0.06,0.16
Personal Care,South America,Fragrance,MAC,Shampoo,75379,0.42,-0.01,0.25,-0.03,0.01,0.2,0.3
Personal Care,Europe,Hair,Kaybeauty,Conditioner,227813,0.3,0.07,0.29,0.05,0.09000000000000001,0.24,0.33999999999999997
Beauty,Africa,Hair,Kaybeauty,Bronzer,487466,0.34,0.1,0.09,0.08,0.12000000000000001,0.039999999999999994,0.14
Beauty,Asia,Fragrance,MAC,Shampoo,235406,0.4,-0.01,0.27,-0.03,0.01,0.22000000000000003,0.32
Personal Care,Europe,Body,Kaybeauty,Lipstick,394193,0.42,0.07,0.22,0.05,0.09000000000000001,0.16999999999999998,0.27
Luxury,North America,Body,L'Oreal,Mascara,307230,0.31,0.15,0.17,0.13,0.16999999999999998,0.12000000000000001,0.22000000000000003
Personal Care,South America,Body,L'Oreal,Toner,311536,0.32,0.2,0.23,0.18000000000000002,0.22,0.18,0.28
Beauty,Africa,Skincare,Kaybeauty,Shampoo,468698,0.32,0.07,0.23,0.05,0.09000000000000001,0.18,0.28
Personal Care,Asia,Fragrance,Kaybeauty,Perfume,491720,0.12,0.17,0.12,0.15000000000000002,0.19,0.06999999999999999,0.16999999999999998
Beauty,North America,Makeup,MAC,Foundation,82132,0.18,0.1,0.23,0.08,0.12000000000000001,0.18,0.28
Personal Care,Asia,Body,L'Oreal,Bronzer,316140,0.39,0.15,0.21,0.13,0.16999999999999998,0.15999999999999998,0.26
Personal Care,Europe,Hair,L'Oreal,Foundation,90131,0.19,0.02,0.16,0.0,0.04,0.11,0.21000000000000002
Personal Care,Asia,Body,Kaybeauty,Body Lotion,369996,0.47,-0.0,0.25,-0.02,0.02,0.2,0.3
Personal Care,North America,Makeup,L'Oreal,Perfume,86232,0.33,-0.04,0.11,-0.06,-0.02,0.06,0.16
Luxury,North America,Skincare,MAC,Body Lotion,229598,0.42,0.06,0.3,0.039999999999999994,0.08,0.25,0.35
Beauty,Europe,Makeup,Kaybeauty,Perfume,440232,0.31,0.16,0.08,0.14,0.18,0.03,0.13
Beauty,Europe,Skincare,MAC,Perfume,167957,0.34,-0.0,0.17,-0.02,0.02,0.12000000000000001,0.22000000000000003
Luxury,Africa,Skincare,L'Oreal,Foundation,84024,0.29,0.14,0.22,0.12000000000000001,0.16,0.16999999999999998,0.27
Beauty,North America,Hair,L'Oreal,Lipstick,193849,0.4,0.09,0.26,0.06999999999999999,0.11,0.21000000000000002,0.31
Luxury,Europe,Hair,L'Oreal,Lipstick,175934,0.15,-0.02,0.15,-0.04,0.0,0.09999999999999999,0.2
Personal Care,Asia,Hair,Kaybeauty,Foundation,457574,0.38,-0.01,0.14,-0.03,0.01,0.09000000000000001,0.19
Personal Care,Africa,Hair,L'Oreal,Foundation,61344,0.48,0.1,0.06,0.08,0.12000000000000001,0.009999999999999995,0.11
Beauty,South America,Body,L'Oreal,Toner,197711,0.17,-0.04,0.28,-0.06,-0.02,0.23000000000000004,0.33
Personal Care,North America,Fragrance,MAC,Mascara,445107,0.42,0.17,0.29,0.15000000000000002,0.19,0.24,0.33999999999999997
Beauty,Europe,Fragrance,L'Oreal,Perfume,137738,0.31,0.16,0.24,0.14,0.18,0.19,0.29
Beauty,North America,Hair,Kaybeauty,Mascara,409083,0.31,0.15,0.1,0.13,0.16999999999999998,0.05,0.15000000000000002
Beauty,Asia,Makeup,L'Oreal,Lipstick,94935,0.27,-0.03,0.08,-0.05,-0.009999999999999998,0.03,0.13
Personal Care,Asia,Makeup,L'Oreal,Shampoo,373551,0.33,0.16,0.23,0.14,0.18,0.18,0.28
Beauty,Europe,Makeup,MAC,Hair Spray,54225,0.4,-0.04,0.28,-0.06,-0.02,0.23000000000000004,0.33
Personal Care,Asia,Skincare,L'Oreal,Bronzer,437581,0.31,0.19,0.12,0.17,0.21,0.06999999999999999,0.16999999999999998
Personal Care,North America,Hair,L'Oreal,Hair Spray,116573,0.46,-0.02,0.23,-0.04,0.0,0.18,0.28
Luxury,South America,Hair,L'Oreal,Conditioner,329709,0.27,0.04,0.21,0.02,0.06,0.15999999999999998,0.26
Luxury,South America,Fragrance,Kaybeauty,Toner,311972,0.37,0.12,0.28,0.09999999999999999,0.13999999999999999,0.23000000000000004,0.33
Luxury,Europe,Body,Kaybeauty,Foundation,420515,0.42,-0.01,0.15,-0.03,0.01,0.09999999999999999,0.2
Beauty,Asia,Fragrance,MAC,Mascara,234943,0.27,0.19,0.19,0.17,0.21,0.14,0.24
Personal Care,Asia,Body,MAC,Body Lotion,68462,0.43,0.13,0.22,0.11,0.15,0.16999999999999998,0.27
Luxury,South America,Hair,Kaybeauty,Perfume,102788,0.45,0.02,0.09,0.0,0.04,0.039999999999999994,0.14
Luxury,Africa,Body,L'Oreal,Hair Spray,431104,0.49,0.04,0.07,0.02,0.06,0.020000000000000004,0.12000000000000001
Beauty,Africa,Makeup,Kaybeauty,Body Lotion,268186,0.13,0.17,0.24,0.15000000000000002,0.19,0.19,0.29
Luxury,Europe,Fragrance,L'Oreal,Toner,352710,0.29,0.17,0.18,0.15000000000000002,0.19,0.13,0.22999999999999998
Luxury,South America,Fragrance,Kaybeauty,Shampoo,325927,0.42,0.11,0.13,0.09,0.13,0.08,0.18
Personal Care,South America,Makeup,MAC,Body Lotion,355130,0.28,0.11,0.08,0.09,0.13,0.03,0.13
Personal Care,Asia,Body,Kaybeauty,Body Lotion,116520,0.41,0.1,0.26,0.08,0.12000000000000001,0.21000000000000002,0.31
Personal Care,North America,Skincare,MAC,Toner,194622,0.41,0.17,0.23,0.15000000000000002,0.19,0.18,0.28
Luxury,North America,Body,Kaybeauty,Toner,491317,0.46,0.18,0.2,0.16,0.19999999999999998,0.15000000000000002,0.25
Luxury,Europe,Skincare,L'Oreal,Toner,478993,0.37,0.08,0.11,0.06,0.1,0.06,0.16
Luxury,Europe,Fragrance,MAC,Foundation,335183,0.14,0.08,0.18,0.06,0.1,0.13,0.22999999999999998
Luxury,North America,Skincare,Kaybeauty,Toner,419933,0.14,0.11,0.25,0.09,0.13,0.2,0.3
Personal Care,South America,Hair,L'Oreal,Conditioner,457195,0.23,-0.01,0.1,-0.03,0.01,0.05,0.15000000000000002
Luxury,North America,Skincare,Kaybeauty,Mascara,494194,0.14,-0.04,0.07,-0.06,-0.02,0.020000000000000004,0.12000000000000001
Personal Care,Asia,Body,Kaybeauty,Toner,373121,0.34,0.04,0.05,0.02,0.06,0.0,0.1
Luxury,South America,Skincare,L'Oreal,Hair Spray,380035,0.43,0.06,0.07,0.039999999999999994,0.08,0.020000000000000004,0.12000000000000001
Luxury,Asia,Body,Kaybeauty,Perfume,444243,0.38,0.13,0.12,0.11,0.15,0.06999999999999999,0.16999999999999998
Beauty,Africa,Body,L'Oreal,Perfume,183984,0.23,0.16,0.25,0.14,0.18,0.2,0.3
Beauty,South America,Body,Kaybeauty,Hair Spray,92523,0.44,0.07,0.26,0.05,0.09000000000000001,0.21000000000000002,0.31
Personal Care,Europe,Fragrance,MAC,Body Lotion,269496,0.3,0.08,0.1,0.06,0.1,0.05,0.15000000000000002
Beauty,Asia,Fragrance,MAC,Mascara,66565,0.2,0.02,0.21,0.0,0.04,0.15999999999999998,0.26
Personal Care,Asia,Hair,MAC,Lipstick,363660,0.29,0.18,0.23,0.16,0.19999999999999998,0.18,0.28
Personal Care,Africa,Makeup,MAC,Hair Spray,400767,0.47,-0.05,0.19,-0.07,-0.030000000000000002,0.14,0.24
Beauty,Africa,Makeup,MAC,Lipstick,337738,0.32,0.1,0.13,0.08,0.12000000000000001,0.08,0.18
Beauty,Africa,Makeup,MAC,Foundation,186659,0.22,0.06,0.07,0.039999999999999994,0.08,0.020000000000000004,0.12000000000000001
Personal Care,Africa,Body,MAC,Shampoo,328364,0.37,-0.05,0.18,-0.07,-0.030000000000000002,0.13,0.22999999999999998
Beauty,Africa,Hair,Kaybeauty,Conditioner,335615,0.27,0.02,0.18,0.0,0.04,0.13,0.22999999999999998
Beauty,South America,Hair,MAC,Foundation,120185,0.35,-0.02,0.06,-0.04,0.0,0.009999999999999995,0.11
Beauty,Asia,Fragrance,Kaybeauty,Foundation,70914,0.11,-0.03,0.14,-0.05,-0.009999999999999998,0.09000000000000001,0.19
Personal Care,Europe,Fragrance,L'Oreal,Hair Spray,50146,0.26,-0.03,0.12,-0.05,-0.009999999999999998,0.06999999999999999,0.16999999999999998
Luxury,Europe,Fragrance,MAC,Perfume,208643,0.42,0.07,0.19,0.05,0.09000000000000001,0.14,0.24
Luxury,Europe,Fragrance,Kaybeauty,Conditioner,381095,0.12,0.04,0.1,0.02,0.06,0.05,0.15000000000000002
Beauty,North America,Makeup,L'Oreal,Perfume,264888,0.22,-0.04,0.26,-0.06,-0.02,0.21000000000000002,0.31
Personal Care,Europe,Makeup,L'Oreal,Conditioner,373970,0.19,0.04,0.09,0.02,0.06,0.039999999999999994,0.14
Personal Care,Europe,Makeup,Kaybeauty,Foundation,61137,0.39,0.04,0.11,0.02,0.06,0.06,0.16
Luxury,Asia,Hair,L'Oreal,Conditioner,66211,0.12,0.19,0.21,0.17,0.21,0.15999999999999998,0.26
Personal Care,South America,Fragrance,Kaybeauty,Conditioner,394390,0.32,0.06,0.29,0.039999999999999994,0.08,0.24,0.33999999999999997
Luxury,Africa,Skincare,L'Oreal,Foundation,370956,0.38,0.04,0.17,0.02,0.06,0.12000000000000001,0.22000000000000003
Luxury,South America,Makeup,Kaybeauty,Perfume,205022,0.19,0.0,0.15,-0.02,0.02,0.09999999999999999,0.2
Personal Care,South America,Hair,Kaybeauty,Foundation,303951,0.18,0.13,0.14,0.11,0.15,0.09000000000000001,0.19
Luxury,Africa,Body,Kaybeauty,Perfume,449949,0.31,-0.03,0.25,-0.05,-0.009999999999999998,0.2,0.3
Personal Care,Africa,Makeup,L'Oreal,Mascara,271420,0.25,-0.03,0.18,-0.05,-0.009999999999999998,0.13,0.22999999999999998
Personal Care,Africa,Skincare,MAC,Shampoo,61231,0.43,0.14,0.09,0.12000000000000001,0.16,0.039999999999999994,0.14
Luxury,Europe,Fragrance,L'Oreal,Body Lotion,321677,0.35,0.04,0.06,0.02,0.06,0.009999999999999995,0.11
Beauty,South America,Skincare,Kaybeauty,Body Lotion,341174,0.48,0.1,0.28,0.08,0.12000000000000001,0.23000000000000004,0.33
Luxury,Africa,Fragrance,MAC,Mascara,139074,0.11,-0.01,0.08,-0.03,0.01,0.03,0.13
Luxury,South America,Body,L'Oreal,Mascara,306349,0.31,0.03,0.11,0.009999999999999998,0.05,0.06,0.16
Personal Care,Europe,Body,L'Oreal,Foundation,69750,0.41,0.15,0.29,0.13,0.16999999999999998,0.24,0.33999999999999997
Luxury,South America,Body,Kaybeauty,Conditioner,494802,0.19,0.11,0.15,0.09,0.13,0.09999999999999999,0.2
Luxury,North America,Makeup,L'Oreal,Lipstick,158182,0.42,0.11,0.07,0.09,0.13,0.020000000000000004,0.12000000000000001
Personal Care,Asia,Fragrance,Kaybeauty,Shampoo,95984,0.24,0.01,0.15,-0.01,0.03,0.09999999999999999,0.2
Luxury,Asia,Skincare,MAC,Body Lotion,115896,0.27,-0.02,0.12,-0.04,0.0,0.06999999999999999,0.16999999999999998
Personal Care,Asia,Fragrance,Kaybeauty,Toner,339703,0.49,0.02,0.2,0.0,0.04,0.15000000000000002,0.25
Personal Care,South America,Body,MAC,Shampoo,239086,0.21,-0.04,0.25,-0.06,-0.02,0.2,0.3
Personal Care,Africa,Hair,L'Oreal,Mascara,300894,0.39,0.1,0.12,0.08,0.12000000000000001,0.06999999999999999,0.16999999999999998
Luxury,Europe,Body,Kaybeauty,Perfume,289200,0.26,0.13,0.28,0.11,0.15,0.23000000000000004,0.33
Luxury,South America,Makeup,MAC,Toner,433576,0.33,-0.01,0.22,-0.03,0.01,0.16999999999999998,0.27
Beauty,South America,Skincare,Kaybeauty,Conditioner,161201,0.3,0.15,0.19,0.13,0.16999999999999998,0.14,0.24
Beauty,Europe,Body,L'Oreal,Shampoo,195942,0.17,0.18,0.1,0.16,0.19999999999999998,0.05,0.15000000000000002
Personal Care,Africa,Hair,Kaybeauty,Body Lotion,443048,0.11,0.13,0.22,0.11,0.15,0.16999999999999998,0.27
Beauty,North America,Body,MAC,Hair Spray,355963,0.28,0.09,0.17,0.06999999999999999,0.11,0.12000000000000001,0.22000000000000003
Personal Care,Asia,Body,MAC,Shampoo,326207,0.28,0.07,0.27,0.05,0.09000000000000001,0.22000000000000003,0.32
Beauty,Europe,Hair,MAC,Perfume,459033,0.19,0.18,0.1,0.16,0.19999999999999998,0.05,0.15000000000000002
Luxury,Europe,Makeup,MAC,Lipstick,277676,0.5,0.11,0.1,0.09,0.13,0.05,0.15000000000000002
Personal Care,North America,Fragrance,L'Oreal,Shampoo,298422,0.43,0.11,0.14,0.09,0.13,0.09000000000000001,0.19
Personal Care,Africa,Body,Kaybeauty,Perfume,476743,0.19,0.08,0.14,0.06,0.1,0.09000000000000001,0.19
Beauty,Europe,Makeup,L'Oreal,Toner,335151,0.39,0.03,0.2,0.009999999999999998,0.05,0.15000000000000002,0.25
Personal Care,Africa,Makeup,Kaybeauty,Conditioner,57344,0.25,0.11,0.09,0.09,0.13,0.039999999999999994,0.14
Personal Care,Asia,Hair,L'Oreal,Toner,428353,0.13,0.14,0.24,0.12000000000000001,0.16,0.19,0.29
Luxury,North America,Skincare,L'Oreal,Foundation,54696,0.14,0.07,0.11,0.05,0.09000000000000001,0.06,0.16
Beauty,Europe,Body,Kaybeauty,Toner,181240,0.16,0.05,0.16,0.030000000000000002,0.07,0.11,0.21000000000000002
Beauty,Asia,Makeup,L'Oreal,Body Lotion,272047,0.22,0.19,0.14,0.17,0.21,0.09000000000000001,0.19
Luxury,South America,Hair,MAC,Conditioner,317361,0.4,0.09,0.12,0.06999999999999999,0.11,0.06999999999999999,0.16999999999999998
Personal Care,Europe,Fragrance,L'Oreal,Bronzer,240047,0.34,0.06,0.28,0.039999999999999994,0.08,0.23000000000000004,0.33
Beauty,South America,Makeup,MAC,Toner,270079,0.14,-0.02,0.18,-0.04,0.0,0.13,0.22999999999999998
Personal Care,North America,Skincare,Kaybeauty,Shampoo,224304,0.27,0.15,0.19,0.13,0.16999999999999998,0.14,0.24
Beauty,Africa,Hair,MAC,Body Lotion,147330,0.19,0.1,0.07,0.08,0.12000000000000001,0.020000000000000004,0.12000000000000001
Luxury,Europe,Skincare,L'Oreal,Foundation,63805,0.25,0.14,0.13,0.12000000000000001,0.16,0.08,0.18
Personal Care,Africa,Fragrance,MAC,Foundation,53399,0.18,0.03,0.2,0.009999999999999998,0.05,0.15000000000000002,0.25
Beauty,Africa,Fragrance,MAC,Shampoo,61809,0.23,0.2,0.14,0.18000000000000002,0.22,0.09000000000000001,0.19
Personal Care,North America,Hair,MAC,Bronzer,116533,0.47,-0.05,0.28,-0.07,-0.030000000000000002,0.23000000000000004,0.33
Personal Care,Asia,Fragrance,Kaybeauty,Perfume,401230,0.29,0.1,0.17,0.08,0.12000000000000001,0.12000000000000001,0.22000000000000003
Personal Care,Africa,Hair,L'Oreal,Body Lotion,409225,0.42,-0.0,0.2,-0.02,0.02,0.15000000000000002,0.25
Personal Care,Asia,Makeup,MAC,Lipstick,97405,0.46,0.11,0.12,0.09,0.13,0.06999999999999999,0.16999999999999998
Personal Care,Africa,Body,L'Oreal,Conditioner,221754,0.32,0.18,0.17,0.16,0.19999999999999998,0.12000000000000001,0.22000000000000003
Personal Care,South America,Body,L'Oreal,Shampoo,495729,0.38,0.15,0.1,0.13,0.16999999999999998,0.05,0.15000000000000002
Luxury,South America,Fragrance,MAC,Lipstick,348232,0.36,0.05,0.17,0.030000000000000002,0.07,0.12000000000000001,0.22000000000000003
Beauty,Asia,Hair,Kaybeauty,Mascara,372834,0.48,0.04,0.18,0.02,0.06,0.13,0.22999999999999998
Beauty,Europe,Skincare,L'Oreal,Body Lotion,277827,0.42,0.07,0.26,0.05,0.09000000000000001,0.21000000000000002,0.31
Beauty,Africa,Body,Kaybeauty,Perfume,171921,0.39,0.18,0.11,0.16,0.19999999999999998,0.06,0.16
Personal Care,Africa,Body,L'Oreal,Foundation,406816,0.38,0.16,0.29,0.14,0.18,0.24,0.33999999999999997
Luxury,Asia,Makeup,Kaybeauty,Hair Spray,420178,0.41,0.15,0.28,0.13,0.16999999999999998,0.23000000000000004,0.33
Beauty,North America,Hair,Kaybeauty,Foundation,477209,0.42,-0.04,0.06,-0.06,-0.02,0.009999999999999995,0.11
Beauty,South America,Fragrance,L'Oreal,Hair Spray,376543,0.39,0.03,0.12,0.009999999999999998,0.05,0.06999999999999999,0.16999999999999998
Luxury,Europe,Hair,L'Oreal,Mascara,180792,0.44,0.07,0.2,0.05,0.09000000000000001,0.15000000000000002,0.25
Beauty,Asia,Makeup,L'Oreal,Shampoo,199519,0.43,0.15,0.26,0.13,0.16999999999999998,0.21000000000000002,0.31
Luxury,North America,Hair,MAC,Lipstick,324161,0.11,0.05,0.07,0.030000000000000002,0.07,0.020000000000000004,0.12000000000000001
Luxury,Asia,Fragrance,MAC,Foundation,235626,0.25,0.13,0.17,0.11,0.15,0.12000000000000001,0.22000000000000003
Personal Care,North America,Fragrance,MAC,Perfume,261917,0.19,0.1,0.25,0.08,0.12000000000000001,0.2,0.3
Beauty,South America,Body,MAC,Perfume,193398,0.21,0.13,0.29,0.11,0.15,0.24,0.33999999999999997
Luxury,Asia,Body,MAC,Perfume,386476,0.28,0.11,0.16,0.09,0.13,0.11,0.21000000000000002
Personal Care,Europe,Makeup,L'Oreal,Body Lotion,120793,0.3,0.16,0.12,0.14,0.18,0.06999999999999999,0.16999999999999998
Luxury,Africa,Skincare,L'Oreal,Lipstick,306043,0.12,0.17,0.05,0.15000000000000002,0.19,0.0,0.1
Personal Care,Europe,Skincare,Kaybeauty,Hair Spray,133583,0.16,0.01,0.19,-0.01,0.03,0.14,0.24
Beauty,Asia,Makeup,L'Oreal,Lipstick,83033,0.3,0.06,0.29,0.039999999999999994,0.08,0.24,0.33999999999999997
Beauty,South America,Hair,MAC,Shampoo,191072,0.31,0.08,0.19,0.06,0.1,0.14,0.24
Beauty,South America,Skincare,MAC,Conditioner,452867,0.33,0.09,0.22,0.06999999999999999,0.11,0.16999999999999998,0.27
Luxury,South America,Fragrance,MAC,Foundation,243209,0.29,0.01,0.14,-0.01,0.03,0.09000000000000001,0.19
Luxury,South America,Makeup,Kaybeauty,Mascara,193612,0.17,-0.02,0.06,-0.04,0.0,0.009999999999999995,0.11
Personal Care,Africa,Makeup,L'Oreal,Body Lotion,333615,0.15,0.15,0.21,0.13,0.16999999999999998,0.15999999999999998,0.26
Luxury,Asia,Body,MAC,Shampoo,433241,0.26,0.19,0.14,0.17,0.21,0.09000000000000001,0.19
Luxury,Africa,Hair,MAC,Perfume,279297,0.16,0.13,0.27,0.11,0.15,0.22000000000000003,0.32
Personal Care,South America,Makeup,Kaybeauty,Conditioner,127080,0.45,0.02,0.07,0.0,0.04,0.020000000000000004,0.12000000000000001
Beauty,Asia,Body,L'Oreal,Toner,388084,0.4,0.18,0.09,0.16,0.19999999999999998,0.039999999999999994,0.14
Beauty,Africa,Fragrance,MAC,Mascara,491396,0.34,-0.0,0.17,-0.02,0.02,0.12000000000000001,0.22000000000000003
Personal Care,Africa,Makeup,L'Oreal,Bronzer,133335,0.33,0.15,0.21,0.13,0.16999999999999998,0.15999999999999998,0.26
Beauty,Asia,Body,L'Oreal,Mascara,378520,0.12,0.2,0.12,0.18000000000000002,0.22,0.06999999999999999,0.16999999999999998
Beauty,Africa,Skincare,MAC,Hair Spray,304686,0.34,-0.02,0.09,-0.04,0.0,0.039999999999999994,0.14
Personal Care,Africa,Skincare,Kaybeauty,Shampoo,461913,0.33,0.15,0.17,0.13,0.16999999999999998,0.12000000000000001,0.22000000000000003
Personal Care,Europe,Skincare,MAC,Conditioner,88280,0.28,0.1,0.11,0.08,0.12000000000000001,0.06,0.16
Beauty,North America,Fragrance,L'Oreal,Conditioner,130908,0.31,0.12,0.14,0.09999999999999999,0.13999999999999999,0.09000000000000001,0.19
Luxury,South America,Fragrance,MAC,Shampoo,58373,0.39,0.16,0.09,0.14,0.18,0.039999999999999994,0.14
Beauty,Africa,Skincare,L'Oreal,Bronzer,341637,0.17,-0.01,0.2,-0.03,0.01,0.15000000000000002,0.25
Luxury,South America,Fragrance,L'Oreal,Body Lotion,193361,0.21,0.01,0.29,-0.01,0.03,0.24,0.33999999999999997
Personal Care,South America,Skincare,MAC,Body Lotion,200589,0.42,0.18,0.25,0.16,0.19999999999999998,0.2,0.3
Personal Care,Africa,Fragrance,MAC,Mascara,336688,0.35,0.16,0.11,0.14,0.18,0.06,0.16
Beauty,Europe,Skincare,L'Oreal,Toner,295730,0.42,-0.01,0.28,-0.03,0.01,0.23000000000000004,0.33
Luxury,South America,Makeup,MAC,Bronzer,341162,0.28,-0.04,0.28,-0.06,-0.02,0.23000000000000004,0.33
Luxury,North America,Hair,Kaybeauty,Lipstick,269420,0.1,0.19,0.14,0.17,0.21,0.09000000000000001,0.19
Beauty,Europe,Makeup,MAC,Bronzer,123072,0.44,0.14,0.3,0.12000000000000001,0.16,0.25,0.35
Personal Care,South America,Skincare,L'Oreal,Hair Spray,67645,0.14,0.19,0.21,0.17,0.21,0.15999999999999998,0.26
Personal Care,Europe,Fragrance,MAC,Foundation,271714,0.12,-0.03,0.12,-0.05,-0.009999999999999998,0.06999999999999999,0.16999999999999998
Luxury,South America,Skincare,MAC,Toner,454136,0.29,-0.02,0.05,-0.04,0.0,0.0,0.1
Luxury,Europe,Body,MAC,Hair Spray,326196,0.16,0.15,0.24,0.13,0.16999999999999998,0.19,0.29
Personal Care,North America,Fragrance,L'Oreal,Perfume,488687,0.31,0.15,0.24,0.13,0.16999999999999998,0.19,0.29
